Frame,Type,Event,Hero,Colour,Against,Player,Fight,roundID,Team1Round,Team2Round
293880,Status Bar,Swap,Sombra,Blue,,X30PINGEU,0,513,Defence,Attack
293880,Status Bar,Swap,Moira,Blue,,LUCER,0,513,Defence,Attack
293880,Status Bar,Swap,Lucio,Blue,,REPHID,0,513,Defence,Attack
293880,Status Bar,Swap,Reinhardt,Red,,HADI,0,513,Defence,Attack
293880,Status Bar,Swap,D.Va,Red,,MOLFIG,0,513,Defence,Attack
293880,Status Bar,Swap,Mei,Red,,SPARKR,0,513,Defence,Attack
293880,Status Bar,Swap,Symmetra,Red,,DANNEDD,0,513,Defence,Attack
293880,Status Bar,Swap,Moira,Red,,RIPA,0,513,Defence,Attack
293880,Status Bar,Swap,Lucio,Red,,KELLEX,0,513,Defence,Attack
293880,Status Bar,Swap,D.Va,Blue,,ALEX2704,0,513,Defence,Attack
293880,Status Bar,Swap,Winston,Blue,,SHADE,0,513,Defence,Attack
293880,Status Bar,Swap,Reaper,Blue,,GRATHEN,0,513,Defence,Attack
295380,Kill Feed,Kill,Winston,Blue,Symmetra,SHADE,1,513,Defence,Attack
295380,Kill Feed,Death,Symmetra,Red,Winston,DANNEDD,1,513,Defence,Attack
295440,Kill Feed,Kill,Lucio,Blue,Moira,REPHID,1,513,Defence,Attack
295440,Kill Feed,Death,Moira,Red,Lucio,RIPA,1,513,Defence,Attack
295680,Kill Feed,Death,Reinhardt,Red,Sombra,HADI,1,513,Defence,Attack
295680,Kill Feed,Kill,Sombra,Blue,Reinhardt,X30PINGEU,1,513,Defence,Attack
295980,Kill Feed,Death,Mei,Red,Reaper,SPARKR,1,513,Defence,Attack
295980,Kill Feed,Kill,Reaper,Blue,Mei,GRATHEN,1,513,Defence,Attack
296100,Kill Feed,Death,Lucio,Red,D.Va,KELLEX,1,513,Defence,Attack
296100,Kill Feed,Kill,D.Va,Blue,Lucio,ALEX2704,1,513,Defence,Attack
298680,Status Bar,Ult Ready,Moira,Blue,,LUCER,0,513,Defence,Attack
298740,Status Bar,Ult Used,Moira,Blue,,LUCER,2,513,Defence,Attack
299040,Kill Feed,Death,Symmetra,Red,Moira,DANNEDD,2,513,Defence,Attack
299040,Kill Feed,Death,Mei,Red,Lucio,SPARKR,2,513,Defence,Attack
299040,Kill Feed,Kill,Moira,Blue,Symmetra,LUCER,2,513,Defence,Attack
299040,Kill Feed,Assist,Lucio,Blue,Symmetra,REPHID,2,513,Defence,Attack
